match_id,match_start_date,match_date,match_day,city,venue,bowler,age_years,spell_no,deliveries_match,overs_match,inferred_fielding_time_minutes,avg_temp_c,avg_humidity_pct,precip_mm,esi_norm,days_since_prev,deliveries_7d,deliveries_28d,acwr_7d_over_28d,acwr_std,srpe_sim_au,fatigue_ewma,ck_delta_24h_upl,cmj_drop_pct,hrv_sim_ms,fatigue_score_0_100,injury_risk_score,injury_risk_label,fatigue_score_0_100_v3,injury_risk_prob_v3,injury_risk_label_v3
20210704_SinhaleseSportsClu_Colombo_AMFernando,2021-07-04,2021-07-08,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.52,2,26,4,136,27.130114381997853,79.09507774204823,4.793563103449603,0.3893,0.0,291.0,427.0,0.6815,2.726,247.8,247.72167646423705,68.5,0.105,68.8,47.9,7.69,High,36.404348255162404,0.777225649588148,High
20210704_SinhaleseSportsClu_Colombo_AMFernando,2021-07-04,2021-07-08,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.52,3,15,2,16,27.040511072774645,78.88866711952177,3.138359747804324,0.3831,0.0,306.0,442.0,0.6923,2.7692,84.9,207.01625734817776,49.8,0.0687,72.6,32.7,8.08,High,33.217998793773475,0.811513084029839,High
20210704_SinhaleseSportsClu_Colombo_AMFernando,2021-07-04,2021-07-08,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.52,4,6,1,290,26.862446353430325,83.30396036232018,5.625375456835583,0.4096,0.0,312.0,448.0,0.6964,2.7857,282.5,225.8871930111333,45.7,0.0787,76.8,35.2,8.11,High,33.431176334456495,0.7769743644077757,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-07,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.68,1,28,4,0,28.623863741569654,82.60589262456234,2.899018357609393,0.492,61.0,28.0,28.0,1.0,4.0,104.1,195.44039475835,65.0,0.1147,68.5,42.3,4.99,High,35.295651675924695,0.8754048018824742,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-08,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,1,23,3,0,28.337053568843466,82.08586817977661,0.6990747475411532,0.4735,1.0,113.0,113.0,1.0,4.0,97.1,213.85922903867893,58.9,0.0976,71.8,40.3,5.97,High,41.7856435020357,0.9370955488644186,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-08,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,2,31,5,160,29.02285506009647,84.38023839453408,0.0,0.5262,0.0,59.0,59.0,1.0,4.0,326.5,228.2052960687625,84.5,0.1448,68.1,55.9,6.03,High,41.608230201739346,0.9002897382943492,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-08,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,3,31,5,160,29.02285506009647,84.38023839453408,0.0,0.5262,0.0,90.0,90.0,1.0,4.0,326.5,252.77897205157188,90.2,0.1188,68.0,56.5,6.03,High,45.342536283184145,0.9271964052627082,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-09,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,1,48,8,128,29.30114311713089,82.20919708460283,2.8111393841374945,0.5227,1.0,180.0,180.0,1.0,4.0,419.7,243.59581633425688,92.1,0.132,67.1,57.9,5.52,High,40.56915644525573,0.9126502080825608,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-09,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,2,19,3,35,29.735452837059267,89.04970198839415,0.0,0.5992,0.0,132.0,132.0,1.0,4.0,98.0,184.8944217790092,55.6,0.1015,71.7,36.6,5.6,High,44.364183015902086,0.9157134989610454,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-10,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,1,37,6,398,28.67192229160027,80.18509216106281,0.7505111729874123,0.4751,1.0,217.0,217.0,1.0,4.0,712.7,360.8718622506927,100.3,0.1397,64.0,74.9,5.98,High,54.89266261043775,0.9627204220296192,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-11,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,1,33,5,16,26.868133729283723,82.38908576330424,1.6182918536117856,0.4025,1.0,250.0,250.0,1.0,4.0,130.1,303.1788966880195,73.9,0.1288,68.6,59.3,7.7,High,45.09262907810365,0.9146628999498428,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-11,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,2,13,2,420,25.92729725581458,78.76592499862723,2.775536124256155,0.3265,0.0,263.0,263.0,1.0,4.0,459.4,342.2341725160146,95.1,0.1101,64.9,67.0,7.63,High,46.41275443162159,0.9307844262964806,High
20210907_SinhaleseSportsClu_Colombo_AMFernando,2021-09-07,2021-09-11,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.69,3,8,1,167,27.182889582230214,81.16549709003456,0.1857506914589086,0.4085,0.0,271.0,271.0,1.0,4.0,174.8,300.375629387011,58.6,0.0397,71.3,41.7,7.71,High,38.0043612804139,0.9226253773414893,High
20210926_GalleInternational_Galle_AMFernando,2021-09-26,2021-09-26,1,Galle,Galle International Stadium,AM Fernando,31.73,1,10,1,32,28.040874180643996,84.51208150871497,3.951518557663793,0.4781,15.0,10.0,281.0,0.0356,0.1423,80.2,245.33172204025823,51.1,0.0559,74.0,35.6,1.48,Low,17.053134920287242,0.1522931104897793,Low
20210926_GalleInternational_Galle_AMFernando,2021-09-26,2021-09-26,1,Galle,Galle International Stadium,AM Fernando,31.73,2,6,1,9,27.355553151975148,84.67823155353676,2.7055206739274835,0.4452,0.0,16.0,287.0,0.0557,0.223,74.5,202.62379153019367,9.2,0.035,76.0,16.1,1.95,Low,18.101941895762813,0.154182995862884,Low
20210926_GalleInternational_Galle_AMFernando,2021-09-26,2021-09-28,3,Galle,Galle International Stadium,AM Fernando,31.74,1,6,1,158,28.013121668226447,83.25577881735084,5.430985564001896,0.4667,2.0,22.0,293.0,0.0751,0.3003,162.7,192.64284364764524,34.0,0.0518,79.0,24.2,0.97,Low,10.339839190499536,0.11085428944895719,Low
20210926_GalleInternational_Galle_AMFernando,2021-09-26,2021-09-28,3,Galle,Galle International Stadium,AM Fernando,31.74,2,18,3,420,27.211023224738767,84.66263269978835,6.7902251255638735,0.4379,0.0,40.0,311.0,0.1286,0.5145,525.7,275.907132735734,83.1,0.1186,66.3,57.2,1.94,Low,16.16064209389198,0.19444728216105875,Low
20210926_GalleInternational_Galle_AMFernando,2021-09-26,2021-09-28,3,Galle,Galle International Stadium,AM Fernando,31.74,3,28,4,365,27.6992149567318,84.57070769653595,6.182581187324211,0.4615,0.0,68.0,339.0,0.2006,0.8024,554.3,345.50534955180046,89.2,0.1224,65.7,67.5,1.96,Low,20.739641132675096,0.29157054478519,Low
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-05,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,1,30,5,56,26.742205136818757,86.39691832419669,1.973013923810526,0.4283,7.0,49.0,360.0,0.1361,0.5444,178.8,313.5217591228878,72.6,0.1061,74.6,56.8,1.43,Low,11.429700329028325,0.1287740850238848,Low
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-05,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,2,19,3,303,27.16190278113751,81.10007116090945,3.228162423139569,0.4069,0.0,19.0,330.0,0.0576,0.2303,397.2,358.4290121638504,59.3,0.1149,69.7,59.7,1.91,Low,25.323456002525788,0.18376239001972822,Low
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-06,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,1,17,2,25,26.881909848222804,85.68492917850855,0.4891471146901123,0.4296,1.0,66.0,292.0,0.226,0.9041,88.4,257.24131934216587,45.6,0.0692,78.6,37.4,1.93,Low,14.1543397165024,0.13899492143399042,Low
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-06,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,2,31,5,159,27.739410110545005,86.12285808531092,2.0632315384665056,0.476,0.0,97.0,323.0,0.3003,1.2012,321.5,273.3059895066244,70.0,0.1176,65.4,53.2,2.78,Medium,28.780191223356123,0.35212689054972396,Medium
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-06,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,3,13,2,178,27.193074385440195,82.13758144705479,0.5269781859445244,0.4168,0.0,110.0,336.0,0.3274,1.3095,217.9,259.45449212996834,39.8,0.0667,74.7,35.7,2.72,Medium,26.16002741917239,0.2968448745100979,Low
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-07,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,1,20,3,420,28.28781208807344,87.26409770212045,1.8128191386683352,0.5125,1.0,130.0,289.0,0.4498,1.7993,550.0,332.09086909747623,91.5,0.1097,64.6,64.7,3.51,Medium,32.12835604150517,0.5127617416046831,Medium
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-07,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.76,2,12,2,9,27.41825285761527,79.75557696755367,1.0781800379759794,0.409,0.0,142.0,301.0,0.4718,1.887,81.6,269.4681518231072,30.1,0.0548,76.5,32.5,3.41,Medium,21.588828986134335,0.41084117480489324,Medium
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-08,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.77,1,17,2,305,28.205334510293557,83.53393544891568,0.7383868713523212,0.4785,1.0,159.0,281.0,0.5658,2.2633,376.5,296.22611386733035,84.4,0.1042,72.7,57.8,5.48,High,47.498053153070074,0.7577636493312447,High
20211004_SinhaleseSportsClu_Colombo_AMFernando,2021-10-04,2021-10-08,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.77,2,10,1,319,27.091623024967703,83.68375108031945,1.4338693970802083,0.4241,0.0,169.0,291.0,0.5808,2.323,331.9,305.14458540049776,67.8,0.0944,68.2,52.8,5.42,High,37.01345449644825,0.7076087554705933,High
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-17,1,Galle,Galle International Stadium,AM Fernando,31.79,1,22,3,41,27.91519663665022,86.18153006984538,3.4289131381928217,0.4852,9.0,44.0,281.0,0.1566,0.6263,106.9,301.66257928778,69.2,0.0755,75.3,50.0,1.49,Low,10.858094590245095,0.14651134568676197,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-17,1,Galle,Galle International Stadium,AM Fernando,31.79,2,23,3,105,27.10553810752096,85.89815226843697,1.6243754241717894,0.4425,0.0,67.0,304.0,0.2204,0.8816,184.4,272.346934465835,58.8,0.0777,73.4,44.1,1.94,Low,13.599919815577394,0.2800227482002242,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-17,1,Galle,Galle International Stadium,AM Fernando,31.79,3,22,3,420,26.722711164222552,82.58196919914674,1.8535141479770456,0.3968,0.0,22.0,259.0,0.0849,0.3398,550.9,366.5834390503733,82.7,0.1226,66.4,68.2,1.9,Low,19.659784332911535,0.2118903917080501,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-18,2,Galle,Galle International Stadium,AM Fernando,31.79,1,14,2,420,26.78559046780404,81.95517627047727,0.2164481521655128,0.3949,1.0,81.0,318.0,0.2547,1.0189,473.9,322.73520084937627,56.6,0.0992,66.7,52.5,1.89,Low,13.14412239924162,0.2363138918461064,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-18,2,Galle,Galle International Stadium,AM Fernando,31.79,2,27,4,71,27.361463506595516,85.87928384990354,1.0253047783931728,0.4551,0.0,108.0,345.0,0.313,1.2522,172.0,285.0514006370322,61.9,0.0956,71.6,49.0,2.76,Medium,25.847108180749142,0.2708201106135339,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-18,2,Galle,Galle International Stadium,AM Fernando,31.79,3,6,1,8,25.943141149611467,81.5198080291972,2.612434074650823,0.3493,0.0,114.0,351.0,0.3248,1.2991,72.9,232.01355047777412,32.2,0.0315,78.0,25.3,2.65,Medium,14.829289624612903,0.15936583744986516,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-19,3,Galle,Galle International Stadium,AM Fernando,31.8,1,16,2,36,26.47533625444576,88.98724486503954,0.0,0.4357,1.0,130.0,367.0,0.3542,1.4169,87.2,195.8101628583306,42.5,0.059,77.0,28.0,2.24,Low,19.51381851764528,0.2809501070196442,Low
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-21,5,Galle,Galle International Stadium,AM Fernando,31.8,1,25,4,420,26.05000636222841,91.63378508207089,1.593982447968158,0.4356,2.0,155.0,392.0,0.3954,1.5816,598.2,296.407622143748,76.4,0.122,67.0,58.2,2.44,Low,24.559757401475114,0.45185228238216635,Medium
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-21,5,Galle,Galle International Stadium,AM Fernando,31.8,2,25,4,420,26.05000636222841,91.63378508207089,1.593982447968158,0.4356,0.0,180.0,417.0,0.4317,1.7266,598.2,371.855716607811,78.2,0.1281,71.7,68.4,3.44,Medium,35.89701006517163,0.6369844424237764,High
20211017_GalleInternational_Galle_AMFernando,2021-10-17,2021-10-21,5,Galle,Galle International Stadium,AM Fernando,31.8,3,25,4,420,26.05000636222841,91.63378508207089,1.593982447968158,0.4356,0.0,205.0,442.0,0.4638,1.8552,598.2,428.4417874558583,72.3,0.1304,66.1,73.6,3.94,Medium,39.40166614485922,0.6897020340918741,High
20211030_SinhaleseSportsClu_Colombo_AMFernando,2021-10-30,2021-10-30,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.83,1,14,2,420,28.495558754500035,83.90062833965887,2.1307404433051182,0.496,9.0,14.0,388.0,0.0361,0.1443,484.8,442.5313405918937,77.8,0.0771,67.1,68.9,1.5,Low,24.721338586905148,0.10660124946367851,Low
20211030_SinhaleseSportsClu_Colombo_AMFernando,2021-10-30,2021-10-31,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.83,1,24,4,0,27.81779047510305,83.7983095657636,3.33893113495367,0.4613,1.0,38.0,412.0,0.0922,0.3689,98.1,356.42350544392025,39.0,0.085,74.4,49.4,1.96,Low,11.420116301270202,0.17525144156409236,Low
20211030_SinhaleseSportsClu_Colombo_AMFernando,2021-10-30,2021-10-31,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.83,2,24,4,52,27.867464199591048,82.7261777777857,0.0,0.4552,0.0,62.0,436.0,0.1422,0.5688,142.1,302.84262908294016,65.8,0.0867,73.7,50.9,1.96,Low,20.420149709024656,0.2155163367360059,Low
20211030_SinhaleseSportsClu_Colombo_AMFernando,2021-10-30,2021-10-31,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.83,3,28,4,129,26.031595832153005,80.34611803354946,0.4129816627216796,0.3443,0.0,90.0,464.0,0.194,0.7759,242.8,287.8319718122051,68.7,0.0923,75.0,50.8,1.84,Low,17.074312307794447,0.12725643623091043,Low
20211030_SinhaleseSportsClu_Colombo_AMFernando,2021-10-30,2021-11-01,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.83,1,17,2,4,26.963184440690444,86.41774440097382,12.819100160079708,0.4395,1.0,107.0,481.0,0.2225,0.8898,88.6,238.02397885915383,58.6,0.0619,78.9,37.7,1.94,Low,10.054935328595619,0.18550411969127978,Low
20211030_SinhaleseSportsClu_Colombo_AMFernando,2021-10-30,2021-11-03,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.84,1,26,4,81,27.99858843205207,72.822127827907,0.0,0.3825,2.0,133.0,397.0,0.335,1.3401,179.4,223.36798414436532,50.9,0.0837,73.1,37.1,1.18,Low,17.877539722731225,0.28558292763788745,Low
20211112_SinhaleseSportsClu_Colombo_AMFernando,2021-11-12,2021-11-12,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.86,1,37,6,23,28.710861069249127,81.2984614345456,12.455040640627264,0.4859,9.0,37.0,375.0,0.0987,0.3947,172.1,210.55098810827403,80.0,0.1179,72.9,48.7,1.49,Low,15.081911765849515,0.15818206464728818,Low
20211112_SinhaleseSportsClu_Colombo_AMFernando,2021-11-12,2021-11-13,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.87,1,17,2,342,28.37075362287997,81.09486808109993,1.9030074242335349,0.4673,1.0,92.0,430.0,0.214,0.8558,416.8,362.1161808109041,67.5,0.1205,67.0,63.2,1.97,Low,18.93362629212118,0.24271899339208083,Low
20211112_SinhaleseSportsClu_Colombo_AMFernando,2021-11-12,2021-11-13,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.87,2,38,6,420,27.90018765939644,78.32589842223783,2.3514356563589613,0.4216,0.0,75.0,413.0,0.1816,0.7264,743.9,343.8882410812055,87.9,0.1339,63.8,68.7,1.92,Low,37.82336566468834,0.40475235506396595,Medium
20211112_SinhaleseSportsClu_Colombo_AMFernando,2021-11-12,2021-11-15,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.87,1,17,2,249,28.530726480019773,75.07759753712642,1.6307879996874104,0.4272,2.0,109.0,333.0,0.3273,1.3093,310.4,349.1871356081781,54.9,0.1141,69.6,57.3,1.73,Low,21.77395006621466,0.22535494768911452,Low
20211112_SinhaleseSportsClu_Colombo_AMFernando,2021-11-12,2021-11-16,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.87,1,16,2,420,27.60831232863315,83.36714457311093,0.0,0.4474,1.0,131.0,339.0,0.3864,1.5457,494.2,379.3115137796002,55.3,0.1129,68.3,60.7,3.45,Medium,24.13177937626233,0.3764366462595509,Medium
20211112_SinhaleseSportsClu_Colombo_AMFernando,2021-11-12,2021-11-16,5,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.87,2,6,1,324,28.108139673501487,80.14955128089198,0.0,0.4466,0.0,115.0,323.0,0.356,1.4241,316.5,341.0153517061336,65.0,0.069,71.3,52.5,2.75,Medium,31.377488028419087,0.3690491955905039,Medium
20211127_GalleInternational_Galle_AMFernando,2021-11-27,2021-11-28,2,Galle,Galle International Stadium,AM Fernando,31.91,1,12,2,420,27.165519476408,83.4884430069304,0.2213645242403663,0.4262,12.0,12.0,186.0,0.0645,0.2581,462.6,400.1336353347001,63.6,0.1064,73.5,64.4,1.43,Low,11.13908682836917,0.13420438452324224,Low
20211127_GalleInternational_Galle_AMFernando,2021-11-27,2021-11-30,4,Galle,Galle International Stadium,AM Fernando,31.91,1,25,4,134,26.641815071372253,86.52031326917356,1.211041647610129,0.4243,2.0,37.0,194.0,0.1907,0.7629,244.1,361.12522650102505,66.6,0.0969,70.6,59.3,0.92,Low,20.242427468142584,0.29942896264719143,Low
20211127_GalleInternational_Galle_AMFernando,2021-11-27,2021-12-01,5,Galle,Galle International Stadium,AM Fernando,31.92,1,6,1,127,27.4178214228832,94.92363205514758,42.13261646745755,0.5303,1.0,43.0,174.0,0.2471,0.9885,135.6,304.7439198757688,32.1,0.0656,73.3,38.7,2.03,Low,13.343180254607338,0.17219102600359715,Low
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-16,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,1,9,1,183,27.29574358768427,79.47926823157236,0.9249262108899736,0.4006,15.0,9.0,52.0,0.1731,0.6923,192.9,276.7829399068266,40.2,0.0563,74.1,36.3,1.4,Low,0.8419290513556543,0.07729537967337724,Low
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-17,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,1,25,4,280,26.784811048216763,79.16733376803704,0.0,0.3726,1.0,34.0,77.0,0.4416,1.7662,419.1,312.3622049301199,68.1,0.1247,69.7,58.2,3.87,Medium,18.345801836438113,0.2798133797098628,Low
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-18,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,1,16,2,167,25.97728200857897,75.0858193891819,2.39716356062147,0.2996,1.0,50.0,93.0,0.5376,2.1505,210.3,286.84665369758994,45.7,0.0565,77.1,39.0,5.8,High,21.70756736962055,0.35789618073760904,Medium
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-18,3,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,2,10,1,250,27.657825075269137,76.72701278438011,1.0894735854382829,0.3967,0.0,60.0,103.0,0.5825,2.3301,261.9,280.60999027319247,43.0,0.0788,80.8,40.8,5.9,High,34.1344204713259,0.6385128991648856,High
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-19,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,1,25,4,229,28.62208974480778,74.91931626211752,0.0,0.4305,1.0,106.0,149.0,0.7114,2.8456,361.7,319.3868695286708,82.4,0.1159,77.2,61.7,5.93,High,38.385437955671186,0.7369757551335379,High
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-19,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,2,12,2,198,27.59092148546853,78.6866914533388,0.0,0.409,0.0,118.0,161.0,0.7329,2.9317,234.5,298.1651521465031,76.0,0.0582,75.4,48.9,5.91,High,40.62924084205471,0.8243131816368409,High
20211216_SinhaleseSportsClu_Colombo_AMFernando,2021-12-16,2021-12-19,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,31.96,3,21,3,287,26.129169378972616,72.73084356593678,0.0,0.2883,0.0,81.0,124.0,0.6532,2.6129,379.3,305.2824927048944,78.5,0.102,67.2,56.9,5.79,High,33.152410974896156,0.684668327725821,High
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-05,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.01,1,23,3,50,26.709752790457888,82.75173494199748,0.0,0.3975,17.0,23.0,141.0,0.1631,0.6525,116.9,252.84886410987733,64.6,0.0733,67.7,42.8,1.4,Low,13.377173827634916,0.1804167537961654,Low
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-05,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.01,2,18,3,230,27.397702566137504,79.00766118541542,0.0,0.4019,0.0,41.0,159.0,0.2579,1.0314,309.8,267.086648082408,57.4,0.0905,73.3,45.0,1.9,Low,19.87307085195532,0.17720554966225677,Low
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-05,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.01,3,24,4,47,26.864860459292466,70.22875487422533,1.1787327383974064,0.3051,0.0,65.0,183.0,0.3552,1.4208,131.4,233.164986061806,59.5,0.0666,71.5,38.1,2.61,Medium,15.431437039384043,0.2853749438681307,Low
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-05,1,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.01,4,23,3,50,26.709752790457888,82.75173494199748,0.0,0.3975,0.0,88.0,206.0,0.4272,1.7087,116.9,204.0987395463545,54.2,0.0873,72.3,36.3,3.9,Medium,27.779628547185226,0.49354027337205186,Medium
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-06,2,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.01,1,13,2,0,27.148653158664583,74.81154206674657,0.0,0.3559,1.0,101.0,219.0,0.4612,1.8447,81.9,173.54905465976586,47.2,0.0654,75.8,27.6,3.86,Medium,14.63073542567087,0.3781499393261338,Medium
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-08,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.02,1,22,3,149,27.62574947157405,76.0734431076437,1.4027399607620787,0.3899,2.0,158.0,276.0,0.5725,2.2899,231.5,179.43319493458873,57.7,0.1068,71.2,37.3,4.39,Medium,26.787532802572382,0.5432096666574433,Medium
20220105_SinhaleseSportsClu_Colombo_AMFernando,2022-01-05,2022-01-08,4,Colombo,"Sinhalese Sports Club, Colombo",AM Fernando,32.02,2,21,3,349,29.14187218465184,83.83646157353533,0.714143193208526,0.5278,0.0,179.0,297.0,0.6027,2.4108,474.7,253.24989620094152,77.1,0.1358,70.8,55.5,5.53,High,41.70067242020775,0.765437468238132,High
